Timestamp,Topico,Mensagem
2026-01-29 16:24:53,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-36,""raw"":0.82,""distance"":1.00,""var"":0.31,""close"":true,""int"":5249}"
2026-01-29 16:24:53,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-49,""raw"":1.93,""distance"":2.34,""var"":0.33,""int"":5811}"
2026-01-29 16:24:54,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.79,""int"":17899}"
2026-01-29 16:24:54,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-72,""raw"":8.77,""distance"":8.66,""var"":1.39,""int"":5467}"
2026-01-29 16:24:54,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-76,""raw"":10.68,""distance"":11.42,""var"":3.66,""int"":27586}"
2026-01-29 16:24:58,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-36,""raw"":0.82,""distance"":0.87,""var"":0.33,""close"":true,""int"":5248}"
2026-01-29 16:24:59,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.49,""int"":17703}"
2026-01-29 16:25:03,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-40,""raw"":1.07,""distance"":1.03,""var"":0.26,""close"":true,""int"":5247}"
2026-01-29 16:25:03,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-50,""raw"":1.93,""distance"":2.10,""var"":0.33,""int"":5849}"
2026-01-29 16:25:03,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-48,""raw"":1.81,""distance"":1.59,""var"":0.28,""close"":true,""int"":5230}"
2026-01-29 16:25:05,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-72,""raw"":8.77,""distance"":8.75,""var"":0.94,""int"":5481}"
2026-01-29 16:25:06,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-73,""raw"":9.36,""distance"":11.03,""var"":4.15,""int"":12782}"
2026-01-29 16:25:07,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.13,""int"":17559}"
2026-01-29 16:25:08,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-50,""raw"":2.06,""distance"":1.93,""var"":0.32,""close"":true,""int"":5230}"
2026-01-29 16:25:08,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-50,""raw"":2.06,""distance"":2.07,""var"":0.37,""int"":5842}"
2026-01-29 16:25:09,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-57,""raw"":3.27,""distance"":2.74,""var"":0.38,""int"":5799}"
2026-01-29 16:25:10,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-69,""raw"":7.20,""distance"":8.51,""var"":1.05,""int"":5480}"
2026-01-29 16:25:11,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-75,""raw"":10.68,""distance"":10.83,""var"":2.03,""int"":12736}"
2026-01-29 16:25:12,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-74,""raw"":10.00,""distance"":11.26,""var"":3.80,""int"":27171}"
2026-01-29 16:25:13,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-41,""raw"":1.14,""distance"":1.31,""var"":0.31,""close"":true,""int"":5229}"
2026-01-29 16:25:15,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.13,""int"":17419}"
2026-01-29 16:25:17,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-57,""raw"":3.27,""distance"":3.18,""var"":0.40,""int"":5818}"
2026-01-29 16:25:17,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-72,""raw"":8.77,""distance"":8.73,""var"":0.94,""int"":5484}"
2026-01-29 16:25:17,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.36,""var"":1.90,""int"":26248}"
2026-01-29 16:25:18,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-38,""raw"":0.94,""distance"":1.04,""var"":0.33,""close"":true,""int"":5228}"
2026-01-29 16:25:23,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-41,""raw"":1.14,""distance"":1.12,""var"":0.31,""close"":true,""int"":5228}"
2026-01-29 16:25:27,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":2.47,""var"":0.42,""int"":5855}"
2026-01-29 16:25:28,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-38,""raw"":0.94,""distance"":1.02,""var"":0.13,""close"":true,""int"":5210}"
2026-01-29 16:25:28,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.36,""var"":1.93,""int"":12762}"
2026-01-29 16:25:31,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-49,""raw"":1.93,""distance"":1.67,""var"":0.17,""close"":true,""int"":5203}"
2026-01-29 16:25:32,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":2.38,""var"":0.40,""int"":5848}"
2026-01-29 16:25:32,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.40,""var"":1.71,""int"":25799}"
2026-01-29 16:25:33,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-70,""raw"":8.77,""distance"":8.73,""var"":0.94,""int"":5511}"
2026-01-29 16:25:35,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.13,""int"":17457}"
2026-01-29 16:25:37,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-49,""raw"":1.93,""distance"":1.88,""var"":0.21,""close"":true,""int"":5206}"
2026-01-29 16:25:38,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-69,""raw"":7.20,""distance"":7.36,""var"":0.84,""int"":5510}"
2026-01-29 16:25:41,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":2.36,""var"":0.31,""int"":5875}"
2026-01-29 16:25:42,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-48,""raw"":1.81,""distance"":1.83,""var"":0.20,""close"":true,""int"":5205}"
2026-01-29 16:25:43,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-70,""raw"":7.69,""distance"":7.62,""var"":0.56,""int"":5509}"
2026-01-29 16:25:47,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-38,""raw"":0.94,""distance"":1.12,""var"":0.19,""close"":true,""int"":5204}"
2026-01-29 16:25:47,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-62,""raw"":4.54,""distance"":2.67,""var"":0.59,""int"":5876}"
2026-01-29 16:25:48,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-66,""raw"":5.91,""distance"":7.96,""var"":0.99,""int"":5507}"
2026-01-29 16:25:52,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-45,""raw"":1.48,""distance"":1.38,""var"":0.18,""close"":true,""int"":5204}"
2026-01-29 16:25:52,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-47,""raw"":1.69,""distance"":2.71,""var"":0.65,""int"":5869}"
2026-01-29 16:25:53,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-70,""raw"":7.69,""distance"":7.76,""var"":0.99,""int"":5506}"
2026-01-29 16:25:53,espresense/devices/apple:findmy/esp32_s3_extra_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-80,""raw"":14.84,""distance"":14.84,""var"":2.02,""int"":17466}"
2026-01-29 16:25:54,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-75,""raw"":10.68,""distance"":10.72,""var"":1.89,""int"":12839}"
2026-01-29 16:25:57,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-55,""raw"":2.87,""distance"":1.50,""var"":0.33,""close"":true,""int"":5203}"
2026-01-29 16:25:58,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-69,""raw"":7.20,""distance"":7.32,""var"":0.89,""int"":5505}"
2026-01-29 16:26:01,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-53,""raw"":2.51,""distance"":2.54,""var"":0.59,""int"":5896}"
2026-01-29 16:26:02,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-66,""raw"":5.91,""distance"":1.75,""var"":1.80,""int"":5203}"
2026-01-29 16:26:03,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-63,""raw"":4.85,""distance"":7.31,""var"":1.73,""int"":5490}"
2026-01-29 16:26:05,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.41,""var"":1.45,""int"":26041}"
2026-01-29 16:26:05,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":2.43,""var"":8.65,""int"":5196}"
2026-01-29 16:26:06,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-66,""raw"":5.91,""distance"":2.77,""var"":1.40,""int"":5888}"
2026-01-29 16:26:07,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-71,""raw"":8.21,""distance"":10.60,""var"":8.56,""int"":6365}"
2026-01-29 16:26:08,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-61,""raw"":4.25,""distance"":6.97,""var"":2.12,""int"":5488}"
2026-01-29 16:26:11,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-62,""raw"":4.54,""distance"":2.94,""var"":1.52,""int"":5881}"
2026-01-29 16:26:13,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.41,""var"":1.43,""int"":25373}"
2026-01-29 16:26:13,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-71,""raw"":11.41,""distance"":2.43,""var"":8.65,""int"":5205}"
2026-01-29 16:26:15,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-54,""raw"":2.68,""distance"":6.42,""var"":2.99,""int"":5492}"
2026-01-29 16:26:16,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-56,""raw"":3.06,""distance"":3.10,""var"":1.44,""int"":5826}"
2026-01-29 16:26:23,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-75,""raw"":10.68,""distance"":10.72,""var"":1.89,""int"":12928}"
2026-01-29 16:26:23,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-73,""raw"":9.36,""distance"":3.88,""var"":12.74,""int"":5220}"
2026-01-29 16:26:23,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-56,""raw"":3.06,""distance"":3.07,""var"":1.45,""int"":5836}"
2026-01-29 16:26:25,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-61,""raw"":4.25,""distance"":3.73,""var"":1.51,""int"":5805}"
2026-01-29 16:26:25,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":5.99,""var"":4.08,""int"":5504}"
2026-01-29 16:26:28,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-70,""raw"":7.69,""distance"":4.25,""var"":12.90,""int"":5219}"
2026-01-29 16:26:30,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-57,""raw"":3.27,""distance"":3.40,""var"":1.41,""int"":5799}"
2026-01-29 16:26:30,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-59,""raw"":3.73,""distance"":5.64,""var"":3.64,""int"":5502}"
2026-01-29 16:26:33,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-74,""raw"":10.00,""distance"":9.92,""var"":0.40,""int"":12911}"
2026-01-29 16:26:35,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-50,""raw"":2.06,""distance"":5.16,""var"":4.01,""int"":5501}"
2026-01-29 16:26:35,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-70,""raw"":7.69,""distance"":4.98,""var"":12.33,""int"":5225}"
2026-01-29 16:26:39,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-65,""raw"":5.53,""distance"":3.40,""var"":1.41,""int"":5824}"
2026-01-29 16:26:40,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":4.78,""var"":4.06,""int"":5500}"
2026-01-29 16:26:40,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-68,""raw"":6.74,""distance"":5.35,""var"":11.56,""int"":5224}"
2026-01-29 16:26:41,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-76,""raw"":8.21,""distance"":11.37,""var"":8.28,""int"":6516}"
2026-01-29 16:26:45,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-61,""raw"":4.25,""distance"":4.14,""var"":1.40,""int"":5826}"
2026-01-29 16:26:45,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-52,""raw"":2.35,""distance"":4.31,""var"":3.52,""int"":5499}"
2026-01-29 16:26:45,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-71,""raw"":8.21,""distance"":5.88,""var"":10.83,""int"":5223}"
2026-01-29 16:26:46,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-79,""raw"":13.89,""distance"":11.37,""var"":7.67,""int"":6508}"
2026-01-29 16:26:49,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-73,""raw"":9.36,""distance"":6.44,""var"":9.88,""int"":5220}"
2026-01-29 16:26:50,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-60,""raw"":3.98,""distance"":4.08,""var"":3.25,""int"":5498}"
2026-01-29 16:26:53,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-56,""raw"":4.25,""distance"":3.24,""var"":1.41,""int"":5843}"
2026-01-29 16:26:55,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-50,""raw"":2.06,""distance"":3.71,""var"":2.24,""int"":5496}"
2026-01-29 16:26:55,espresense/devices/apple:findmy/esp32_s3_6,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-71,""raw"":8.21,""distance"":7.84,""var"":6.99,""int"":5222}"
2026-01-29 16:26:57,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-76,""raw"":11.41,""distance"":11.40,""var"":6.44,""int"":6533}"
2026-01-29 16:26:59,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-55,""raw"":2.87,""distance"":3.77,""var"":1.11,""int"":5844}"
2026-01-29 16:26:59,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-53,""raw"":2.51,""distance"":2.76,""var"":1.08,""int"":5493}"
2026-01-29 16:26:59,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-78,""raw"":13.01,""distance"":12.30,""var"":5.05,""int"":6508}"
2026-01-29 16:27:01,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-74,""raw"":10.00,""distance"":10.00,""var"":0.39,""int"":12998}"
2026-01-29 16:27:03,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-56,""raw"":3.06,""distance"":3.26,""var"":1.00,""int"":5830}"
2026-01-29 16:27:04,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-56,""raw"":3.06,""distance"":2.98,""var"":0.82,""int"":5492}"
2026-01-29 16:27:06,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""cfeb086c7919"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-74,""raw"":10.00,""distance"":10.00,""var"":0.39,""int"":12953}"
2026-01-29 16:27:07,espresense/devices/apple:findmy/esp32_s3_3,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-74,""raw"":10.00,""distance"":12.24,""var"":4.48,""int"":6516}"
2026-01-29 16:27:08,espresense/devices/apple:findmy/esp32_s3_1,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":32,""rssi@1m"":-39,""rssi"":-57,""raw"":3.27,""distance"":3.26,""var"":0.67,""int"":5824}"
2026-01-29 16:27:09,espresense/devices/apple:findmy/esp32_s3_2,"{""mac"":""c69b7d6a81e7"",""id"":""apple:findmy"",""name"":""Tag"",""idType"":250,""rssi@1m"":-39,""rssi"":-55,""raw"":3.06,""distance"":2.89,""var"":0.52,""int"":5491}"
